change_failure_rate,cycle_time_in_days,date,developer_satisfaction_agree_count,developer_satisfaction_disagree_count,developer_satisfaction_neutral_count,Flow Efficiency,lead_time_in_days,prod_deployments_failed_count,prod_deployments_success_count,through_put,time_to_restore_in_hours,total_developer_satisfaction,total_incidents_resolved,team_lead
,-43.0,2025-02-17,,,,-0.03,36.576244358332765,,2.0,5.157192783009002,,2,,ajohnson
0.0,71.50860692376729,2025-02-15,,,,-0.03,74.89726298774939,,,11.3434877634763,,2,,adkinsbrian
,-43.0,2025-03-08,,,,8.389575568003966,12.389959363908789,,3.0,1.0,,0,,herringjames
0.19530865019912796,,2025-01-24,,,,-0.03,12.6023616345917,,5.0,,,2,,moorericky
,-0.39955075363325676,2025-01-10,,,,-0.03,223.97368364377965,,,6.663191883054236,,2,,gwilcox
0.0330268263462343,87.06956268867026,2025-02-02,,,,7.1284692134239895,19.53304364535991,0.0,1.0,7.593543373671081,,2,,christopherjordan
,-17.254791796307956,2025-03-01,,,,-0.03,58.764005269766756,,,,,2,,craigjoseph
,53.735862299087366,2025-03-01,,,,4.134246929953069,35.851666248087504,,,1.0,,1,,louis43
,-16.08976931910528,2025-01-04,,,,-0.03,6.182355972000854,,,10.342570255649001,,2,,valdezmichele
0.0,-2.635286892412715,2025-03-30,,,,-0.03,23.285852838681944,,,,,2,,qruiz
,,2025-03-18,,,1.0,8.012392257130381,34.14166376555037,,,12.797416736048456,,1,,mjohnson
0.12028747501800766,-43.0,2025-01-17,,,,5.193464483776648,6.6227281036516965,,2.0,,,2,,lindsayhernandez
0.0,108.16891790180263,2025-01-01,,,,-0.03,,,2.0,,,2,,bryanwilson
,42.8586015988443,2025-02-26,,,,-0.03,159.79275218163235,,,24.27247582446127,,2,,anthonygalvan
,,2025-01-15,,,,8.31996757569953,,,,1.0,,0,,simonstephen
,-43.0,2025-01-12,,,,4.642273029387037,5.298631833842957,,3.0,1.0,,1,,amberlindsey
0.1712184948797649,-43.0,2025-04-13,,,,-0.03,52.801546655090576,,,3.0393750638757178,,2,,grodriguez
,-20.506994076955188,2025-02-14,,,,20.390005239480008,23.72862844420205,,,8.777810802003806,,2,,wgordon
,30.05882587563168,2025-01-21,,,,4.874210663681128,14.480548878738674,0.0,,,,2,,emartin
,94.79751284219645,2025-01-29,,,,-0.03,126.45297029837639,,,10.097588055932393,,2,,umoon
0.0,17.156445180069852,2025-04-02,,,,3.5846010247242317,57.393895274127786,,,10.792863050517978,,1,,veronicaperez
,22.906264714798578,2025-04-07,,,,2.9934159420925455,33.73957070714668,,,25.279275191495852,,1,,lori20
0.24035357415324823,35.73439991438079,2025-03-12,,,,6.6713667221317925,,,,,,1,,zroberts
0.0,83.9099714715012,2025-01-01,,,,-0.03,33.506224751407636,,,4.758019743760727,,0,,gibsonleonard
0.019724794433874746,98.3450101971722,2025-01-24,,,,6.4477196143131605,36.105560964598766,0.0,,1.0,,1,,erica21
,-43.0,2025-01-25,,,,10.687247084525893,11.19650211026346,1.0,0.0,,,1,,joelsnyder
0.0,,2025-02-25,2.0,,,-0.03,126.43886688155968,,,,,1,,ocarter
,148.39627913035991,2025-03-31,,,,16.62694899009208,20.93702672915155,,,,,0,,tapiaaaron
0.31268560542845636,-43.0,2025-01-22,,,,-0.03,499.6385855239593,0.0,,1.737949480623242,,1,,alvarezkimberly
0.04131807689973657,49.33422041847007,2025-01-13,,,,1.832359672182871,,,,11.516899538378444,,1,,shawrachel
,28.272791633818574,2025-03-24,,,,2.086969534962523,,,,,,1,,valdezmichele
,,2025-04-12,,,,-0.03,521.1315056769654,0.0,,2.5043966945893072,,0,,gateskathy
0.0,,2025-03-19,,,,-0.03,407.1896199022533,,,,,1,,josephflores
,46.114564339839106,2025-04-03,,,,-0.03,18.534750920411994,0.0,,1.0,,1,,zhuang
,172.772473130736,2025-03-26,,,,-0.03,83.22736497033823,0.0,,8.356722620715056,,0,,tami37
0.048193052569109204,43.43343320254726,2025-01-22,,,,2.526973164294129,76.13877890640335,0.0,,,,2,,xsampson
,,2025-01-09,,,,6.639551573177696,86.88148478705101,0.0,4.0,3.290261533717734,,2,,georgetracy
0.0,-6.6390998319169015,2025-02-15,,,,-0.03,83.18259149602483,,,11.939101401867621,,1,,hayesjeffrey
0.21116147583129252,-5.683107644830017,2025-03-09,,,,7.35082488092232,61.27216418046785,,,10.979680925102382,,0,,lisa02
,78.11704632367957,2025-04-11,,,,8.752961147973291,59.38042794373166,0.0,,1.0,,0,,perezrebecca
,79.69348858530181,2025-01-16,,,,-0.03,513.7856839886736,0.0,4.0,24.45899485426831,,2,,sarah86
0.07243454754174544,94.32306889090623,2025-03-08,,,,-0.03,9.958856829116712,,,12.763289052548643,,2,,lisa62
0.0,75.31043163226758,2025-03-15,,,0.0,3.5719874311703257,19.099374428885042,,0.0,10.839542891574993,,0,,novaksara
,-43.0,2025-03-04,,,,-0.03,45.79967944949892,0.0,,,,1,,brittany73
,-26.325133016363637,2025-04-03,,,,2.249030504791553,,,4.0,16.84810047442711,,1,,kari39
,115.96859334903438,2025-01-01,,,,5.7199798516645295,57.59964732922673,,,1.0,,1,,rachel05
,-43.0,2025-03-29,,,,-0.03,122.22648081232911,,,21.945453698170496,,2,,rodriguezryan
,68.08788811774639,2025-02-16,,,,-0.03,,,,17.317771814310436,,1,,elizabeth21
,33.338380688966645,2025-03-14,,,,2.0813053615268253,55.144302510544115,,,21.226966720061586,,0,,lawrenceallen
0.2289264023633941,115.9375782345504,2025-01-13,,,,-0.03,6.559391186324951,,,1.0,,1,,staffordmichelle
,78.74192609533858,2025-02-25,,,,-0.03,5.147077114236597,0.0,1.0,,,0,,kimberlyjames
0.0,,2025-01-14,,,,-0.03,14.829942929849732,0.0,,16.902656253640448,,2,,nfowler
,,2025-04-09,,,,-0.03,,,2.0,11.918587243740287,,2,,nicole37
0.07344473437612767,-1.9623281651653244,2025-01-15,,,,-0.03,204.7152194092386,,0.0,10.568845224769788,,0,,zowens
,,2025-03-06,,,,0.9182453328453326,71.38237647164132,0.0,,15.629505925732392,,0,,shawn75
,,2025-02-25,,,,4.360228411640454,20.71580323060703,0.0,,14.131642281364982,,2,,kimberly67
,,2025-01-28,,,,2.041114683429102,,1.0,0.0,15.650648550263156,,0,,lsoto
0.0,,2025-03-10,,,,-0.03,6.700427035655393,0.0,1.0,6.8812528636835335,,2,,mayokimberly
0.0,59.344660434621446,2025-02-17,,0.0,,3.3596855664021468,164.03409622345032,0.0,5.0,8.61639293583301,,2,,wayala
,72.54580483850444,2025-02-12,,,,-0.03,,,4.0,3.0857758663765207,,2,,yfaulkner
,-43.0,2025-03-12,,,,-0.03,16.683413913513892,0.0,,1.0,,2,,crosscurtis
,,2025-03-12,,,,5.795027045731802,,0.0,,1.0,,2,,maldonadoderrick
0.010428444658722086,,2025-01-11,,,,0.06598643387869274,6.576033717593917,0.0,,4.723622108665246,,2,,kimberlyjames
,,2025-04-04,,,,-0.03,249.09374055465557,0.0,3.0,17.045038049536473,,2,,brittanygardner
,32.451716117807464,2025-03-17,,,,-0.03,11.10371989127528,,4.0,2.4843856565655376,,1,,ichambers
,-43.0,2025-02-10,,,,9.023590106991396,20.989550237272443,,,3.29665986761157,,2,,raymond78
,,2025-03-14,,,,-0.03,525.1746683535492,,,1.0,,0,,wagnerdana
,-43.0,2025-04-06,,,,3.902521196559821,,0.0,,1.0,,2,,amber07
,90.54805499084324,2025-03-01,,,,-0.03,42.51893233026829,,1.0,1.0,,1,,lindacohen
,33.02130898039488,2025-03-30,,,,-0.03,38.18134537118706,,,1.0,,1,,jasonrojas
0.0881697844380494,,2025-03-02,,,,-0.03,153.65099764138265,0.0,,1.0,,0,,schultznicole
,-43.0,2025-01-22,,,,-0.03,26.32069880436925,0.0,1.0,1.0,,0,,jenniferwilliams
,,2025-04-01,,,,-0.03,,0.0,,,,0,,gbender
0.0,,2025-03-30,,,,-0.03,104.66138726146997,0.0,4.0,1.0,,2,,ilewis
,-43.0,2025-01-13,,,,-0.03,104.75965941018069,,,8.656196408894857,,1,,lmoon
,-3.046751688780418,2025-02-18,,,,6.911565078553815,,,5.0,8.778830620307346,,1,,farmeraudrey
,-43.0,2025-03-13,,,,-0.03,,,1.0,1.0,,0,,charles06
,,2025-03-08,,,,-0.03,,,,15.86144213182617,,2,,riverajessica
,-34.454213920318,2025-01-06,,,,10.369707407013886,,1.0,2.0,,,0,,vortiz
,75.67387789815011,2025-04-01,,,,9.334283483677327,9.643774339037549,1.0,,,,0,,bruce43
,57.489370893961315,2025-01-07,,,,4.163388744738491,131.37160595871796,,0.0,1.0,,1,,whitelucas
,153.90314348802076,2025-04-07,,,,3.9074923099146686,3.7382744129681997,,,,,2,,kylestokes
0.19786727621048708,,2025-04-09,,,,4.509293036690729,60.38956993188509,0.0,2.0,12.551662649315404,,1,,judyfox
,72.02948707877812,2025-02-13,0.0,,,-0.03,23.15563800638191,,,,,0,,phyllismeyer
,,2025-01-31,,,,-0.03,37.37473174020312,0.0,0.0,8.548675553741617,,0,,kimberlycunningham
0.32153091907785886,-43.0,2025-03-03,,,,-0.03,106.03259198603675,,0.0,4.335712865295347,,1,,shawrachel
0.0,114.66444076422535,2025-03-10,,,,12.61679042941571,33.68358918643392,1.0,0.0,6.107068478779258,,2,,hernandezlisa
,149.75804165022961,2025-04-08,,,,9.675468270215434,98.23431647801164,,,10.021727708725846,,2,,floressteven
,103.57288112155831,2025-04-14,,,,5.941512774999346,,,,19.044287399257005,,2,,porterashley
0.0,54.22380805805814,2025-03-31,,,,-0.03,,0.0,,,,0,,robertsjennifer
,-40.73437726583008,2025-03-19,,,,-0.03,,0.0,,1.0,,2,,darlenebyrd
0.07393375936665184,141.02727637910897,2025-01-28,,,,-0.03,121.46555063362607,0.0,,,,2,,david89
,92.7356453063757,2025-01-09,,,,14.717978456643738,61.83796621359113,,,6.27019016569373,,1,,hodgesjane
,216.9073213274927,2025-03-12,,,,10.491823451141169,,,,,,0,,beverlyterrell
0.06802696521314519,,2025-02-18,,,,17.381851242990557,16.40678056490804,,,,,2,,qmiller
0.0,,2025-03-19,,,,1.248797817774153,8.317051455601218,,,,,1,,courtney67
0.1449825618206845,90.1237398337939,2025-01-20,,,,8.431118933304326,,,5.0,1.0,,0,,tasha01
,13.566443226689515,2025-03-07,,,,-0.03,73.3335599759604,0.0,,,,0,,christopherjordan
,160.11705455824864,2025-03-16,,,,17.401670000857184,,,4.0,5.297054700515936,,1,,courtney67
,77.51547170115292,2025-03-03,,,,0.2834487022086109,215.47507484490504,,,5.085226380932352,,0,,ryan70
0.0,-37.53848007514067,2025-01-23,,,,12.250737550870758,305.7569545410782,1.0,,20.120492890650063,,1,,michael42
0.20956827130023725,32.78349511186548,2025-04-13,,,,-0.03,,0.0,1.0,1.0,,0,,mitchellkathryn
,-38.566460118228406,2025-03-07,,,,8.161274817937105,11.842929907805226,,,4.205200621759724,,2,,fhughes
,,2025-02-05,,,,-0.03,3.0039378476186243,1.0,,15.34938007989286,,1,,howelljohn
,103.41570485059844,2025-02-12,,0.0,,1.3716393159450453,5.344444453422558,,,,,0,,andrearivera
,127.93853322607151,2025-02-09,,,,4.072335928008571,7.795275676307831,,4.0,,,1,,josephanderson
0.09008043312113781,61.95435159584436,2025-01-07,,,,-0.03,29.141604415613806,,7.0,,,2,,xjohnson
0.10437773090720047,-21.488932647806692,2025-03-26,,,,-0.03,41.308870849226594,,2.0,,,0,,jason06
,75.73397939616513,2025-01-13,,,,-0.03,168.03673058267577,,,1.0,,0,,ryan70
0.0,105.09726289694059,2025-03-07,,,,4.19594605707666,7.54158029796701,,3.0,,,0,,wtran
0.0,-43.0,2025-01-18,,,,0.5889889305475481,12.30925908512701,,,6.168154920702605,,2,,timothybooth
0.15416889746721055,52.9566915629061,2025-01-22,,,,15.021928256655556,13.48901688002666,,,17.489239920250682,,0,,donna43
,26.610794419513464,2025-04-03,,,,7.00735748320719,,,,5.780889465639211,,0,,julieryan
0.10259364156571654,,2025-04-07,,,,4.04764229548706,,,,,,1,,mbruce
,76.08455615325138,2025-03-03,,,,3.2309216559174905,,,,1.0,,2,,dperry
,84.56065467352701,2025-01-21,,,,3.7625344494327466,13.95174727770657,,3.0,5.3977706664726295,,0,,richard04
0.09912820246059068,1.5490288782115442,2025-01-01,,,,5.517625219309575,127.53778877519336,1.0,,27.636307457104486,,2,,julieryan
,43.091899018847585,2025-01-07,,,,9.661180495787942,,0.0,,8.758992481728027,,1,,smithkellie
0.0,124.02197575585203,2025-01-23,,,,-0.03,21.144253056537686,,,1.0,,0,,carloshernandez
0.40949715711750373,37.37618214052353,2025-03-12,,,,9.61315553318776,515.5535580252241,,2.0,13.460033261404334,,0,,dstokes
,57.955861532899526,2025-01-28,,,,-0.03,,,3.0,8.031779996872205,,0,,robertspatrick
,-43.0,2025-03-20,,,,8.15797612360184,151.5115648701195,0.0,,1.0,,2,,karen68
,37.06172547912891,2025-02-07,,,,0.3136298357705323,361.9363946628395,,,,,0,,dstokes
,,2025-03-10,,,,-0.03,112.10528904005606,0.0,0.0,1.0,,2,,crosscurtis
0.2045460747110659,-1.3920057265678238,2025-01-17,,,,-0.03,5.959050958064548,,,1.0,,1,,tinaallen
0.2751331600114068,,2025-03-22,,,,-0.03,,,2.0,1.0,,1,,wagnerdana
0.0,108.84561555416947,2025-01-30,,,,-0.03,67.61029587462544,0.0,3.0,,,2,,paulscott
,-42.88783074195925,2025-01-18,,,,-0.03,156.41968955813797,,,1.9677322998321962,,0,,moorericky
0.13342837611793468,,2025-03-26,,,,-0.03,74.64912111317051,,1.0,7.687566056014281,,0,,andre62
,169.10826836875043,2025-01-20,,,,6.601925516644632,,0.0,2.0,,,1,,uhorton
,-12.096305503629111,2025-01-08,,,,21.40739732213493,,,,1.0,,1,,nsmith
,-43.0,2025-02-02,,,,-0.03,,0.0,,1.0,,1,,caseyjones
,67.85015071077447,2025-01-12,,,,2.7653130915738666,225.16021467256226,,,9.254112735924597,,1,,lstein
,-43.0,2025-02-05,,,,-0.03,,0.0,,11.244293342703426,,1,,ewilson
,-27.410167447110084,2025-02-05,,,,0.6114969387228317,13.80960118576517,0.0,,,,1,,victorialong
,122.27387666166057,2025-03-04,,,,16.06127780471915,565.4941039973628,,2.0,5.70331275682621,,2,,hickmanbarbara
,,2025-02-05,,,,-0.03,,,,1.0,,2,,umatthews
,-43.0,2025-03-25,,,,-0.03,17.834004252544183,,,,,2,,christopher86
,-20.40172986472416,2025-01-28,,,,7.137237623805071,7.0689406523650415,,,18.28902861953628,,2,,robin05
,5.160857439458333,2025-04-04,,,,-0.03,62.40912167473385,0.0,,17.674090646744098,,2,,justinatkins
0.3311714746598902,-4.1121898783694135,2025-01-17,,,,2.6359772942426374,802.3214108477299,0.0,,1.0,,2,,michael22
,209.03915986159188,2025-04-06,,,,12.02043744229359,44.90318179882785,1.0,,7.70963792873863,,2,,erivera
,,2025-03-09,,,,-0.03,102.45172231671373,,3.0,2.7223330241015584,,2,,wilsonshelia
,9.638233023060266,2025-04-06,,,,-0.03,267.42009213514945,,,5.387723593906609,,2,,suzannewilson
,181.79580672044926,2025-01-15,,,,8.339489842936507,,0.0,,9.945518517015364,,0,,cherring
0.0,,2025-01-09,,,,1.773406002046665,14.421596498287231,,,16.97383117022478,,0,,kingcynthia
0.1466697588962052,127.6486031026696,2025-02-23,,,,3.607605354382501,4.368523159338063,,,4.364574206498009,,1,,jacquelineanderson
,,2025-02-16,,,,6.911820440641668,,,,16.220377346529162,,1,,greenjorge
0.19066009387749747,-2.5977365816274727,2025-03-15,,,,2.6879888559627476,53.928642303215526,,,6.735415505111392,,0,1.0,nicole37
0.1449151486689735,,2025-03-19,,,,-0.03,243.62588803842766,,1.0,6.346445772377178,,2,,stephentaylor
0.04116250659519417,111.78637941993694,2025-04-01,,,,-0.03,79.54043529786293,,2.0,1.0,,0,,fowlershelia
,148.21064398067563,2025-01-26,,,,-0.03,58.36323645803248,,,9.943469346461963,,1,,kellyrosales
,-8.57661605638377,2025-03-31,,,,3.351352675219191,,,,11.999994311226118,,1,,ksmith
,11.658027949293633,2025-01-02,,,,-0.03,22.56631179928483,,3.0,,,2,,darrell68
,,2025-03-28,,,,-0.03,,,1.0,1.0370529269221027,,2,,bryanparsons
0.09567781138473876,-43.0,2025-01-17,,,,10.858969104189242,233.91573595560098,,5.0,1.0,,2,,shawn02
,-14.938054700331847,2025-04-05,,,,3.2427176337385437,314.7870176000188,0.0,,15.593040256931442,,0,,zthornton
0.08790437591172458,109.38130051034096,2025-03-22,,,,-0.03,80.75255971117834,0.0,4.0,22.154364627201936,,1,,mark87
0.12821030214847898,-32.257203716878024,2025-04-05,,,,-0.03,453.39155717170905,0.0,3.0,19.30725254451747,,2,,ronaldstephens
,50.93807178203053,2025-01-02,,,,-0.03,284.93339003020657,,,15.161248299681578,,1,,erik84
,-43.0,2025-01-17,,,,4.6322324179110215,30.86805826683628,1.0,,17.061544376054403,,0,,lisa81
,30.578881724918972,2025-01-05,,,,-0.03,6.191675279017371,,4.0,11.940486735634575,,0,,hunter35
,-5.444920390483929,2025-03-23,,,,4.633412458674232,79.50080613481887,0.0,,12.364950357975003,,1,,kmaldonado
,,2025-01-27,,,,7.80863724268303,,,,,,2,,xcabrera
0.16154906000996452,110.85206952068565,2025-01-07,,,,6.7708617458044715,345.4079514012993,0.0,,9.085189965997493,,1,,bryanparsons
,115.68375660077952,2025-02-05,,,,5.2739735046768565,31.85962007731231,,,,,0,,stevenmoore
,-40.34307076819262,2025-04-02,,,,5.606484436078522,168.60817453899136,,,16.153533781446267,,0,,jessicakim
0.0,,2025-03-31,,,,5.440876420668914,9.905441590478034,0.0,,10.044737468433443,,0,,sanchezthomas
,,2025-01-20,,,,13.575339191732915,0.4648489932621462,,,,,2,,brittney88
,-43.0,2025-01-29,,,,-0.03,8.045661224935342,1.0,,8.34966549387216,,2,,jford
0.15261933067331968,-43.0,2025-01-17,,,,0.8000493266050748,12.845939006555376,0.0,,,,2,,zowens
,,2025-01-17,,,,-0.03,287.12750473231125,0.0,1.0,18.169345031163328,,0,,shawrachel
,-43.0,2025-04-02,,,,-0.03,52.650611163075574,,,1.0,,0,,markhernandez
,151.0405108299032,2025-02-26,,,,-0.03,3.119473068427603,0.0,3.0,5.102440276770703,,2,,hickmanbarbara
,-43.0,2025-03-05,,,,-0.03,24.959697169600744,0.0,,1.5836101400671687,,0,,plee
,99.549894334132,2025-02-15,,,,-0.03,50.77653054624603,0.0,,1.0,,1,,khill
0.17876433774810163,,2025-01-17,,,,11.241115157017827,65.3202308284584,,,,,1,,sarah53
0.0,28.27946981694835,2025-03-31,,,,-0.03,3.7565710303497633,0.0,,,,1,,hebertmatthew
,202.39345433170286,2025-01-14,,,,-0.03,1.8915403277855893,,,1.0,,2,,kevinperkins
,-43.0,2025-02-01,,,,12.521448306890413,507.3803584760174,0.0,,23.12102433825268,,1,,lbanks
,94.0491130407886,2025-02-17,,,,-0.03,,,,3.8212364781684367,,0,,barbara27
0.0,90.5002969962525,2025-04-02,,,,-0.03,295.9498587592101,,0.0,7.758229076713498,,2,,harttammy
0.07055608648340128,331.1413998632835,2025-01-25,,,,-0.03,,,,10.10686562971945,,0,,mark07
,,2025-01-06,,,,10.925993938953528,306.0591267562228,0.0,,,,2,,markramirez
,-10.828353609880246,2025-04-10,,,,2.982446329997764,,0.0,,6.67070500808698,,0,,greenmichael
,113.04588357587471,2025-04-08,,,,-0.03,,,,,,0,,jsawyer
,25.74533185596794,2025-01-17,,,,1.3520373402180144,1.121048452924023,0.0,1.0,7.122953691967755,,1,,williamsonjimmy
0.0,3.1692923071754038,2025-03-06,,,,-0.03,176.70104952788773,,5.0,9.23368022743945,,1,,mayokimberly
0.26190061342379956,125.20981196184313,2025-01-12,,,,1.3888934361451302,118.92993498269982,,4.0,,,2,,kathleenbecker
,20.049105637147363,2025-02-23,,,,-0.03,52.13327681949335,,,6.638407178800159,,0,,finleycasey
0.0,-33.669612736467585,2025-02-12,,,,-0.03,,0.0,,,,1,,keith98
,105.3387143956018,2025-01-07,,,,-0.03,102.31392096181737,,2.0,17.386220367127944,,2,,ilee
0.1841235722975884,75.1909927696735,2025-02-22,,,,-0.03,5.856675655594164,0.0,,1.0,,2,,wellsdarrell
0.0,16.073348971490567,2025-02-02,,,,3.2710304930766254,354.11428005601965,,,1.0,,1,,jstone
,11.996496523326563,2025-02-20,,,,-0.03,38.06777131265108,,,1.0,,1,,robertspatrick
,,2025-01-26,,,,-0.03,1.4139753682391132,,,1.0,,1,,michaelcesar
,105.24307082295903,2025-01-01,,,,-0.03,307.45835253643855,,,,,1,,xhall
,,2025-03-29,,,,-0.03,38.67120182073565,1.0,,4.885304528099015,,0,,lmoon
,-23.187461576013973,2025-01-08,,,,2.5932052298045396,558.5680192332494,,,13.071287398283989,,1,,gutierrezmegan
,-43.0,2025-02-14,,,,-0.03,,,2.0,11.064121984992806,,2,,christopherjordan
,76.6399808879481,2025-04-02,,,,-0.03,122.19617755739908,1.0,,3.266940404008842,,1,,williamsashley
,-0.7423637184155965,2025-04-12,,,,-0.03,151.4959343178475,,0.0,4.154831215767238,,0,,sarahjohnson
0.21696233361128256,-43.0,2025-03-18,,0.0,,-0.03,133.14366324272638,0.0,,13.20920829663785,,2,,xcollier
,,2025-01-30,2.0,,,8.18556257934346,76.52612639766676,,,17.408910605370778,,0,,sara74
,22.881687257536807,2025-02-26,,,,-0.03,,0.0,,4.395216091020235,,0,,john52
0.15094758300628686,25.292259206966122,2025-02-28,,,,11.418795266761974,29.135782993363907,,,33.390600285178024,,1,,zcoffey
,,2025-02-28,,,,17.165630677413386,,,,1.0,,0,,floressteven
,10.067422455230819,2025-02-15,,,,-0.03,504.32429957826247,,,5.189029608132469,,0,,pbaker
0.0,-43.0,2025-02-20,,,,16.188994445413904,28.825155410279095,,,,,1,,landryelizabeth
0.0,-32.18246370964498,2025-03-16,,,,-0.03,10.021256452796276,,3.0,10.512191641686403,,1,,cindy61
0.0,144.64828090884916,2025-01-13,,,,7.656645585370864,4.6691424342900785,0.0,,5.603145804738897,,0,,mitchellclark
,,2025-03-20,,,,-0.03,,,,1.0,,2,,darrell68
0.13194652508258156,,2025-03-10,,,,-0.03,55.11061067292511,,0.0,1.0,,0,,rubendavis
0.0,85.00316871313382,2025-01-29,,,,-0.03,180.3890592754487,,4.0,10.591644010945126,,2,,frogers
,,2025-01-17,,,,-0.03,13.231336939582551,0.0,1.0,11.256736131247486,,2,,shawn02
0.4582096774324003,-43.0,2025-04-09,,,,4.45712831600042,38.296011016136895,0.0,,18.16642314139881,,0,,poolerebecca
,45.77887598808948,2025-01-10,,,,5.115159626501742,220.30347063263414,0.0,,3.913875008799834,,2,,kristinharris
,-43.0,2025-03-29,,,,1.9719196350376769,91.59648333065539,,,13.531889432017383,,0,,gabrieltucker
,-43.0,2025-01-03,,,,7.117830620669153,21.142097792803835,,,,,0,,stephen19
,74.57045880183972,2025-03-25,,,,-0.03,51.361765429509695,1.0,4.0,1.0,,1,,mariewise
,124.28533022616305,2025-01-21,,,,-0.03,4.427682612916867,,2.0,,,0,,rkramer
,26.296420861759763,2025-03-18,,,,15.229134234461018,,0.0,,14.450798689124667,,0,,barbara53
,184.6156271311183,2025-01-12,,,,0.39025495693135215,,,3.0,19.143245261673368,,1,,john52
,61.144391536482054,2025-02-23,,,,7.737716011777626,63.154131768344996,,2.0,,,0,,shannon21
,-23.783645089902492,2025-03-29,,,,6.661519882590144,34.74630716097437,0.0,4.0,1.0,,0,,ismith
0.0,-43.0,2025-03-29,,,,-0.03,55.505108987000696,0.0,,20.20553598211129,,2,,chad34
